date,vacuum_truck_number,unit,vacuum_truck_movement_description,vacuum_truck_material_description,offload_sitewaste_destination,controlled_yes_no,destination_benzene_control_description,,,total_waste_quantity_bbls,,vac_truck_log_water_content
09/18/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - D3924 CONTAINMENT,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,80,,99%
09/18/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - DRUM D-322 CONTAINMENT - STORMWATER/WATER,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,25,,99%
09/18/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,75,,>90%
09/18/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - TANK 72 - PUMP CONTAINMENT,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,40,,99%
09/18/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - TANK 70 - PUMP CONTAINMENT,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,20,,99%
09/18/2013,LV-2,PLANT 1 - STORMWATER,DENVER TERMINAL - 6000 GAL SLOP TANK,OILY STORM WATER,PLANT 3 - AU FRAC TANKS,,,,,35,,>90%
09/18/2013,LV-2,DENVER TRUCK TERMINAL,DENVER TERMINAL - 6000 GAL SLOP TANK,DIESEL AND GAS,PLANT 2 - TANK 20,,TANK 20,,,20,,<10%
09/18/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - DRUM D-322 CONTAINMENT - STORMWATER/WATER,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,120,,99%
09/18/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - DRUM D-292 CONTAINMENT - STORMWATER,STORMWATER,PLANT 3 - AU FRAC TANKS,,,,,60,,99%
09/18/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - PUMP P-467 - AREA,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,10,,99%
09/18/2013,LV-2,PLANT 1 - STORMWATER,DENVER TERMINAL - EMERGENCY BACK UP SUMP,OILY STORM WATER,PLANT 1 - VAC PAD,,VAC PAD,,,50,,>90%
09/18/2013,LV-2,PLANT 1 - STORMWATER,DENVER TERMINAL - EMERGENCY BACK UP SUMP,OILY STORM WATER,PLANT 1 - VAC PAD,,VAC PAD,,,60,,>90%
09/18/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - TANK 72 - PUMP CONTAINMENT,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,60,,99%
09/18/2013,LV-2,PLANT 2 - STORMWATER,PLANT 2 - JOHNSON RESERVOIR,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,120,,99%
09/18/2013,LV-2,PLANT 2 - STORMWATER,PLANT 2 - JOHNSON RESERVOIR,STORMWATER,PLANT 2 - POND,,,,,300,,99%
09/18/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - LPG ETHANOL DRUMS,ETHANOL,PLANT 1 - TANK 776,,,,,1,,<10%
09/18/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 6 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,180,,99%
09/18/2013,LV-2,PLANT 3 - STORMWATER,PLANT 3 - AU SCALE HOUSE - STORMWATER,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,65,,99%
09/18/2013,LV-2,PLANT 3 - UNIT 032 - ASPHALT BLENDING AND LOADING,PLANT 3 - CPI CONTAINMENT,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,65,,99%
09/19/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,50,,>90%
09/19/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 60 - OIL DRAIN,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,4,,>90%
09/19/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - CENTRIFUGE FRAC TANK,OIL,PLANT 1 - CENTRIFUGE FRAC TANKS,,TO,,,65,,<10%
09/19/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,OIL,PLANT 1 - CENTRIFUGE FRAC TANKS,,TO,,,330,,<10%
09/19/2013,LV-5,CRUDE DOCKS UNLOADING,CRUDE DOCKS - UNDERGROUND TANK - TANK 101,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,50,,99%
09/19/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - ETHANOL DRUMS,ETHANOL,PLANT 1 - VAC PAD,,VAC PAD,,,1,,<10%
09/19/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,60,,>90%
09/19/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 75 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,30,,>90%
09/19/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - CRUDE UNLOADING SUMP,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,10,,99%
09/19/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - TANK 3801 - PUMP CONTAINMENT,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,20,,99%
09/19/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - DRUM D-196 CONTAINMENT - STORMWATER,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,50,,99%
09/19/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - DRUM D-3924 CONTAINMENT - STORMWATER,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,35,,99%
09/19/2013,LV-2,PLANT 1 - NELSON BLDG MECH SHOP,PLANT 1 - MECH SHOP,DIESEL AND GAS,PLANT 1 - TANK 58,,,,,2,,<10%
09/19/2013,LV-2,PLANT 1 - UNIT 039 - FLARE,PLANT 1 - DRUM D-322 CONTAINMENT - STORMWATER/WATER,WATER,PLANT 1 - VAC PAD,,VAC PAD,,,10,,99%
09/19/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - TANK 96/97 - SUMP,OILY STORM WATER,PLANT 1 - VAC PAD,,VAC PAD,,,45,,>90%
09/19/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 74 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,10,,>90%
09/19/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 72 - SUMP / WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,30,,>90%
09/19/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 62 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,5,,>90%
09/19/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - BORE PIT,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,195,,99%
09/19/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 775 - SUMP / WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,60,,>90%
09/19/2013,LV-2,DENVER TRUCK TERMINAL,DENVER TERMINAL - 6000 GAL SLOP TANK,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,45,,>90%
09/19/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - CHEM WAREHOUSE CONTAINMENT - STORMWATER,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,300,,99%
09/19/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - TANK 64/65/66 - SUMP,OILY STORM WATER,PLANT 1 - VAC PAD,,VAC PAD,,,60,,>90%
09/19/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - SPIDER BOX OMD,OILY STORM WATER,PLANT 1 - VAC PAD,,VAC PAD,,,125,,>90%
09/19/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - TANK 86/87 CONTAINMENT,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,130,,99%
09/19/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,25,,>90%
09/19/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - DRUM D-385 WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,2,,>90%
09/19/2013,LV-2,PLANT 3 - STORMWATER,PLANT 3 - AU SCALE HOUSE - STORMWATER,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,90,,99%
09/19/2013,LV-2,PLANT 3 - STORMWATER,PLANT 3 - VAPOR BBLS,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,6,,>90%
09/19/2013,LV-2,PLANT 3 - STORMWATER,PLANT 3 - TANK 140 PUMP CONTAINMENT,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,10,,99%
09/19/2013,LV-2,PLANT 3 - UNIT 032 - ASPHALT BLENDING AND LOADING,PLANT 3 - CPI CONTAINMENT,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,25,,>90%
09/19/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - MAIN GATE - STORMWATER,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,55,,99%
09/19/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - TANK 72 - SUMP ,OILY STORM WATER,PLANT 1 - VAC PAD,,VAC PAD,,,45,,>90%
09/19/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,30,,>90%
09/19/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - TANK 77 - CONTAINMENT,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,65,,99%
09/19/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - SPIDER BOX OMD,OILY STORM WATER,PLANT 1 - VAC PAD,,VAC PAD,,,195,,>90%
09/19/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - TANK 62 - SUMP,OILY STORM WATER,PLANT 1 - VAC PAD,,VAC PAD,,,30,,>90%
09/19/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - TANK 64/65/66 - SUMP,OILY STORM WATER,PLANT 1 - VAC PAD,,VAC PAD,,,35,,>90%
09/19/2013,LV-2,PLANT 3 - UNIT 032 - ASPHALT BLENDING AND LOADING,PLANT 3 - L82,OIL,PLANT 1 - VAC PAD,,VAC PAD,,,2,,<10%
09/19/2013,LV-2,PLANT 3 - STORMWATER,PLANT 3 - AU GAS OIL PAD PUMP CONTAINMENT,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,40,,99%
09/19/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - CHEM WAREHOUSE CONTAINMENT - STORMWATER,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,25,,99%
09/19/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - TANK 72 - PUMP CONTAINMENT,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,85,,99%
09/19/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - TANK 96/97 - PUMP CONTAINMENT,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,105,,99%
09/19/2013,LV-2,PLANT 1 - STORMWATER,DENVER TERMINAL - 6000 GAL SLOP TANK,OILY STORM WATER,PLANT 1 - VAC PAD,,VAC PAD,,,45,,>90%
09/19/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - TANK 70 - PUMP CONTAINMENT,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,5,,99%
09/19/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - TANK 64 - PUMP CONTAINMENT,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,15,,99%
09/19/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - CRUDE UNLOADING SUMP,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,25,,99%
09/19/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - TANK 52 - PUMP CONTAINMENT,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,5,,99%
09/19/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - DRUM D-322 CONTAINMENT - STORMWATER/WATER,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,50,,99%
09/19/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - SEWER OMD 1,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,45,,99%
09/19/2013,LV-2,PLANT 3 - STORMWATER,PLANT 3 - AU GAS OIL UNLOADING RACK,OILY STORM WATER,PLANT 1 - VAC PAD,,VAC PAD,,,35,,>90%
09/19/2013,LV-2,PLANT 3 - STORMWATER,PLANT 3 - AU GAS OIL PAD PUMP CONTAINMENT,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,90,,99%
09/19/2013,LV-2,PLANT 1 - STORMWATER,DENVER TERMINAL - EMERGENCY BACK UP SUMP,OILY STORM WATER,PLANT 1 - VAC PAD,,VAC PAD,,,30,,>90%
09/19/2013,LV-7,"METRO, ENVIRONMENTAL",RED DRAGON SYSTEM,WATER,PLANT 1 - VAC PAD,,VAC PAD,,,28,,99%
09/19/2013,LV-1,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 34 -,DIESEL,PLANT 2 - TANK 20,,TANK 20,,,360,,<10%
09/19/2013,LV-1,PLANT 1 - STORMWATER,PLANT 1 - BORE PIT,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,60,,99%
09/19/2013,LV-4,PLANT 1 - STORMWATER,PLANT 1 - BORE PIT,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,240,,99%
09/20/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,25,,99%
09/20/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,OIL,PLANT 1 - CENTRIFUGE FRAC TANKS,,TO,,,60,,<10%
09/20/2013,LV-5,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,SOUTH AND NORTH VAULTS GROUND WATER ,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,60,,>90%
09/20/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 27 - WATER DRAW,WATER,PLANT 1 - VAC PAD,,VAC PAD,,,20,,99%
09/20/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4513 -WATER DRAW,WATER,PLANT 1 - VAC PAD,,VAC PAD,,,40,,99%
09/20/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 27 - SLUDGE,SLUDGE,PLANT 1 - CENTRIFUGE FRAC TANKS,,TO,,,30,,<10%
09/20/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4513 - SLUDGE,SLUDGE,PLANT 1 - CENTRIFUGE FRAC TANKS,,TO,,,30,,<10%
09/20/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 60 - OIL DRAIN,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,7,,>90%
09/20/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - 4TH LAGOON,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,5,,99%
09/20/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - PROOPER PIT,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,5,,99%
09/20/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,40,,>90%
09/20/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 80 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,10,,>90%
09/20/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,45,,>90%
09/20/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - TANK 2004/2007 - PUMP CONTAINMENT,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,5,,99%
09/20/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - FLUX LOADING RACK,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,15,,99%
09/20/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 775 - SUMP / WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,5,,>90%
09/20/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 67 - WATER DRAW,CAUSTIC AND WATER,PLANT 1 - VAC PAD,,VAC PAD,,,10,,>90%
09/20/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 77 - WATER DRAW,CAUSTIC AND WATER,PLANT 1 - VAC PAD,,VAC PAD,,,10,,>90%
09/20/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 58 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,20,,>90%
09/20/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,65,,>90%
09/20/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 6 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,30,,99%
09/20/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - LPG ETHANOL DRUMS,ETHANOL,PLANT 1 - VAC PAD,,VAC PAD,,,1,,<10%
09/20/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - CRUDE DOCKS SUMP,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,5,,99%
09/20/2013,LV-4,METRO,Metro trenches,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,30,,99%
09/20/2013,307162,PLANT 1 - NORTH OF THE FENCELINE,P1 N - Monitoring Trenches North of Pond/Swale,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,50,,99%
09/20/2013,LV-2,PLANT 3 - UNIT 032 - ASPHALT BLENDING AND LOADING,PLANT 3 - VAPOR BBLS,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,0.5,,>90%
09/20/2013,LV-2,PLANT 3 - UNIT 032 - ASPHALT BLENDING AND LOADING,PLANT 3 - TANK 144 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,20,,>90%
09/20/2013,LV-2,PLANT 3 - UNIT 032 - ASPHALT BLENDING AND LOADING,PLANT 3 - CPI CONTAINMENT,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,45,,99%
09/21/2013,307162,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,30,,>90%
09/21/2013,307162,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,45,,>90%
09/22/2013,307162,PLANT 1 - LABORATORY,P1 N – Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,29,,>90%
09/22/2013,307162,PLANT 3 - by Mary's pond,PLANT 3 - AU- 55 gal drums,Reduced crude,PLANT 1 - TANK 58,,,,,5,,<10%
09/22/2013,LV-5,CRUDE DOCKS UNLOADING,CRUDE DOCKS - UNDERGROUND TANK - TANK 101,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,60,,99%
09/22/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 27 - WATER DRAW,WATER,PLANT 1 - VAC PAD,,VAC PAD,,,25,,99%
09/22/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 27 - SLUDGE,SLUDGE,PLANT 1 - CENTRIFUGE FRAC TANKS,,TO,,,40,,10-30%
09/22/2013,307162,PLANT 1 - STORMWATER,PLANT 1 - FINGER LAKE AND FIRE FIELD,OILY STORM WATER,PLANT 1 - VAC PAD,,VAC PAD,,,80,,99%
