date,vacuum_truck_number,unit,vacuum_truck_movement_description,vacuum_truck_material_description,offload_sitewaste_destination,controlled_yes_no,destination_benzene_control_description,,,total_waste_quantity_bbls,,vac_truck_log_water_content
09/23/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,PLANT 1 - NORTH OF THE FENCELINE,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,40,,>90%
09/23/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 60 - OIL DRAIN,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,6,,99%
09/23/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),"PLANT 1 - CONTAINTMENTS FOR TANKS 4514, 4515, 4516, 4517,4518 AND ENVIRONMENTALS CAUSTIC ",STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,75,,99%
09/23/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),FRAC TANKS SECUNDARY CONTAINMENTS,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,8,,99%
09/23/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),TANK-152 SECUNDARY CONTAINMENT ,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,8,,99%
09/23/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),"PLANT 1 - PROOPER PIT,MORGAN BOX AND 4th LAGOON",OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,21,,99%
09/23/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - FINGER LAKE,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,15,,99%
09/23/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - PROOPER PIT,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,5,,99%
09/23/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 60 - OIL DRAIN,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,4,,99%
09/23/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4513 -WATER DRAW,WATER,PLANT 1 - VAC PAD,,VAC PAD,,,30,,99%
09/23/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - MORGAN BOX,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,3,,99%
09/23/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),"PLANT 1 - PROOPER PIT,MORGAN BOX,4th LAGOON",OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,12,,99%
09/23/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 27 - WATER DRAW,WATER,PLANT 1 - VAC PAD,,VAC PAD,,,20,,99%
09/23/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - 4TH LAGOON,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,8,,99%
09/23/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - CENTRIFUGE FRAC TANKS,OIL,PLANT 1 - CENTRIFUGE FRAC TANKS,,TO,,,60,,<10%
09/23/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - 1ST LAGOON,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,20,,99%
09/23/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - 1ST LAGOON,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,8,,99%
09/23/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 - CONTAINMENT,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,30,,99%
09/23/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - CENTRIFUGE FRAC TANKS,OIL,PLANT 1 - CENTRIFUGE FRAC TANKS,,TO,,,60,,<10%
09/23/2013,307162,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,55,,99%
09/23/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),ENVIRONMENTALS CAUSTIC TANK CONTAINTMENT,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,8,,99%
09/23/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - 4TH LAGOON,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,8,,99%
09/23/2013,LV-5,PLANT 2 - STORMWATER,PLANT 1 - CHEM WAREHOUSE CONTAINMENT - STORMWATER,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,130,,99%
09/23/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - CENTRIFUGE FRAC TANKS,OIL,PLANT 1 - CENTRIFUGE FRAC TANKS,,TO,,,60,,<10%
09/23/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - FRAC TANKS - CENTRIFUGE,OIL,PLANT 1 - CENTRIFUGE FRAC TANKS,,TO,,,250,,<10%
09/23/2013,LV-8,CRUDE DOCKS UNLOADING,PLANT 2 - CRUDE DOCKS SUMP,OILY STORM WATER,PLANT 2 - LOWER API,,,,,45,,99%
09/23/2013,LV-8,CRUDE DOCKS UNLOADING,CRUDE DOCKS - UNDERGROUND TANK - TANK 101,OILY STORM WATER,PLANT 1 - VAC PAD,,VAC PAD,,,65,,99%
09/23/2013,LV-5,CRUDE DOCKS UNLOADING,CRUDE DOCKS - UNDERGROUND TANK - TANK 101,OILY STORM WATER,PLANT 1 - VAC PAD,,VAC PAD,,,65,,99%
09/23/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 57 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,2,,99%
09/23/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - SAMPLE POINTS #2 OMD,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,2,,99%
09/23/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 6 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,56,,99%
09/23/2013,LV-2,DENVER TRUCK TERMINAL,DENVER TERMINAL - 6000 GAL SLOP TANK,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,30,,>90%
09/23/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - YELLOW DYE CONTAINMENT,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,8,,99%
09/23/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - TANK 2007 - CONTAINMENT,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,30,,99%
09/23/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - DRUM D-292 CONTAINMENT - STORMWATER,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,15,,99%
09/23/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 70 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,25,,>90%
09/23/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - ETHANOL TRENCH,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,100,,99%
09/23/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - FLUX LOADING RACK,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,15,,99%
09/23/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 775 - SUMP / WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,45,,>90%
09/23/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,60,,>90%
09/23/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - MAIN GATE - STORMWATER,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,30,,99%
09/23/2013,LV-2,PLANT 1 - UNIT 039 - FLARE,PLANT 1 - DRUM D-322 CONTAINMENT - STORMWATER/WATER,WATER,PLANT 1 - VAC PAD,,VAC PAD,,,20,,99%
09/23/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,45,,>90%
09/23/2013,LV-2,PLANT 2 - STORMWATER,PLANT 2 - JOHNSON RESERVOIR,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,195,,99%
09/24/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,PLANT 1 - NORTH OF THE FENCELINE,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,20,,>90%
09/24/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - FRAC TANKS CENTRIFUGE,OIL,PLANT 1 - CENTRIFUGE FRAC TANKS,,TO,,,190,,<10%
09/24/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,60,,99%
09/24/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,OIL,PLANT 1 - CENTRIFUGE FRAC TANKS,,TO,,,240,,<10%
09/24/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - CENTRIFUGE,RINSE OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,3,,99%
09/24/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),"PLANT 1 - TANKS 4517,4518 CONTAINMENT. ",STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,23,,99%
09/24/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4513 - WATER DRAW,WATER,PLANT 1 - VAC PAD,,VAC PAD,,,25,,99%
09/24/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 27 - WATER DRAW,WATER,PLANT 1 - VAC PAD,,VAC PAD,,,30,,99%
09/24/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4513 - SLUDGE,SLUDGE,PLANT 1 - CENTRIFUGE FRAC TANKS,,TO,,,25,,<10%
09/24/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 27 - SLUDGE,SLUDGE,PLANT 1 - CENTRIFUGE FRAC TANKS,,TO,,,25,,<10%
09/24/2013,307162,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,65,,99%
09/24/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,50,,>90%
09/24/2013,LV-2,PLANT 1 - UNIT 039 - FLARE,PLANT 1 - FLARE SUMP,WATER,PLANT 1 - VAC PAD,,VAC PAD,,,50,,99%
09/24/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 64/65/66 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,25,,>90%
09/24/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 775 - SUMP / WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,5,,>90%
09/24/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - ETHANOL DRUMS,ETHANOL,PLANT 1 - VAC PAD,,VAC PAD,,,1,,<10%
09/24/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 2 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,30,,>90%
09/24/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - BORE PIT,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,60,,99%
09/24/2013,LV-1,PLANT 2 - UNIT 410 - #2 OMD LOADING RACKS,PLANT 2 - METER PROVING,ETHANOL,PLANT 2 -ETHANOL UNLOADING RACK,,,,,95,,<10%
09/24/2013,LV-1,PLANT 2 - UNIT 003 - #2 POLYMERIZATION,PLANT 2 - JOHNSONS RESERVOIR ,STORMWATER,PLANT 2 - STORM WATER PONDS,,,,,190,,99%
09/25/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - FRAC TANKS - TANK 4516 - CENTRIFUGE,OIL,PLANT 1 - CENTRIFUGE FRAC TANKS,,TO,,,65,,<10%
09/25/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,PLANT 1 - NORTH OF THE FENCELINE,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,40,,>90%
09/25/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - FRAC TANKS - TANK 4516 - CENTRIFUGE,OIL,PLANT 1 - CENTRIFUGE FRAC TANKS,,TO,,,65,,<10%
09/25/2013,LV-5,CRUDE DOCKS UNLOADING,CRUDE DOCKS - UNDERGROUND TANK - TANK 101,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,65,,99%
09/25/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 27 - WATER DRAW,SLUDGE AND WATER,PLANT 1 - VAC PAD,,VAC PAD,,,15,,>90%
09/25/2013,307162,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,145,,99%
09/25/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - GE BETZ TOTES,LUBRICITY,PLANT 1 - TANK 810,,,,,15,,<10%
09/25/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,60,,>90%
09/25/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 34 - LINE DRAIN,GASOLINE,PLANT 1 - VAC PAD,,VAC PAD,,,2,,<10%
09/25/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3 - SUMP,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,45,,>90%
09/25/2013,LV-2,PLANT 1 - UNIT 039 - FLARE,PLANT 1 - DRUM D-3901 MATERIAL,SOUR WATER,PLANT 1 - DRUM D-3901,,,,,55,,99%
09/25/2013,LV-3,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - 3RD LAGOON,WATER,PLANT 1 - GREEN FRAC TANK BY VAC PAD,,,,,30,,99%
09/25/2013,LV-3,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 67 - WATER DRAW,CAUSTIC AND WATER,PLANT 1 - GREEN FRAC TANK BY VAC PAD,,,,,5,,70-90%
09/25/2013,LV-4,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),API LIFT STATION,SOLIDS AND WATER,PLANT 1 - CENTRIFUGE FRAC TANKS,,TO,,,15,,70-90%
09/25/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),API LIFT STATION,SOLIDS AND WATER,PLANT 1 - CENTRIFUGE FRAC TANKS,,TO,,,10,,70-90%
09/25/2013,LV-4,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - 3RD LAGOON,WATER,PLANT 1 - VAC PAD,,VAC PAD,,,60,,99%
09/25/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - 3RD LAGOON,WATER,PLANT 1 - VAC PAD,,VAC PAD,,,60,,99%
09/25/2013,LV-3,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - 3RD LAGOON,WATER,PLANT 1 - VAC PAD,,VAC PAD,,,60,,99%
09/25/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 6 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,60,,99%
09/25/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - CRUDE DOCKS SUMP,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,1,,99%
09/25/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - RED DYE CONTAINMENT,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,20,,99%
09/25/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - LPG ETHANOL DRUMS,ETHANOL,PLANT 1 - VAC PAD,,VAC PAD,,,1,,<10%
09/26/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,PLANT 1 - NORTH OF THE FENCELINE,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,40,,>90%
09/26/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 27 - WATER DRAW,WATER,PLANT 1 - VAC PAD,,VAC PAD,,,10,,99%
09/26/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4513 - WATER DRAW,WATER,PLANT 1 - VAC PAD,,VAC PAD,,,15,,99%
09/26/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 27 - SLUDGE,SLUDGE,PLANT 1 - CENTRIFUGE FRAC TANKS,,TO,,,20,,10-30%
09/26/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4513 - SLUDGE,SLUDGE,PLANT 1 - CENTRIFUGE FRAC TANKS,,TO,,,25,,10-30%
09/26/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - 1ST LAGOON,SLUDGE,PLANT 1 - VAC PAD,,VAC PAD,,,10,,70-90%
09/26/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - FINGER LAKE,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,8,,99%
09/26/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,45,,99%
09/26/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - PROOPER PIT,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,5,,99%
09/26/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516,OIL,PLANT 1 - CENTRIFUGE FRAC TANKS,,TO,,,250,,<10%
09/26/2013,307162,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,400,,99%
09/26/2013,LV-2,DENVER TRUCK TERMINAL,DENVER TERMINAL - 6000 GAL SLOP TANK,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,10,,>90%
09/26/2013,LV-2,DENVER TRUCK TERMINAL,DENVER TERMINAL - 6000 GAL SLOP TANK,DIESEL AND GAS,PLANT 2 - TANK 20,,TANK 20,,,20,,<10%
09/26/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - CRUDE UNLOADING SUMP,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,15,,>90%
09/26/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - PUMP P-803 - AREA,STORMWATER,PLANT 1 - VAC PAD,,VAC PAD,,,3,,99%
09/26/2013,LV-2,PLANT 1 - UNIT 039 - FLARE,PLANT 1 - FLARE SUMP,WATER,PLANT 1 - VAC PAD,,VAC PAD,,,45,,99%
09/26/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,30,,>90%
09/26/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD,,VAC PAD,,,60,,>90%
09/26/2013,LV-1,PLANT 1 - STORMWATER,PLANT 1 - FIRE TRAINING,WATER,PLANT 1 - VAC PAD,,VAC PAD,,,360,,99%
09/26/2013,LV-8,PLANT 1 - STORMWATER,PLANT 3 - AU FRAC TANKS,WATER,PLANT 1 - VAC PAD,,VAC PAD,,,400,,99%
09/27/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - FRAC TANKS - CENTRIFUGE,OIL,PLANT 1 - CENTRIFUGE FRAC TANKS,,TO,,,60,,<10%
09/27/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - 1ST LAGOON,SLUDGE AND WATER,PLANT 1 - VAC PAD,,VAC PAD,,,12,,>90%
